CASE#,DATE  OF OCCURRENCE,BLOCK, IUCR, PRIMARY DESCRIPTION, SECONDARY DESCRIPTION, LOCATION DESCRIPTION,ARREST,DOMESTIC,BEAT,WARD,FBI CD,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
JD394068,10/08/2020 12:00,007XX W ALDINE AVE,3970,INTIMIDATION,EXTORTION,APARTMENT,N,N,1925,44,26,1170677,1922132,41.94181397,-87.64809345,"(41.941813969, -87.648093451)"
JE118946,01/18/2021 10:00:00 PM,068XX S WOLCOTT AVE,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,N,N,726,17,5,1164868,1859285,41.76948137,-87.67122507,"(41.76948137, -87.671225068)"
JD363335,9/11/2020 0:00,042XX W ARMITAGE AVE,460,BATTERY,SIMPLE,SMALL RETAIL STORE,N,N,2522,35,08B,1147595,1912945,41.91707899,-87.73316628,"(41.917078985, -87.733166282)"
JD365210,9/11/2020 19:00,014XX W DEVON AVE,860,THEFT,RETAIL THEFT,CONVENIENCE STORE,N,N,2432,49,6,1165635,1942615,41.99812917,-87.66603846,"(41.998129171, -87.666038464)"
JD364662,9/11/2020 18:30,025XX W BERWYN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,2011,40,14,1158341,1935109,41.97768523,-87.69307703,"(41.977685231, -87.693077033)"
JE116579,01/18/2021 07:25:00 PM,041XX N TRIPP AVE,620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,N,N,1722,39,5,1147256,1927207,41.95622168,-87.73404549,"(41.956221677, -87.734045486)"
JD363522,9/11/2020 9:30,057XX W RACE AVE,520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,RESIDENCE,N,Y,1512,29,04A,1138062,1903042,41.89008168,-87.76843061,"(41.890081681, -87.768430612)"
JE116140,01/18/2021 10:13:00 AM,077XX S STEWART AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,N,Y,623,17,08A,1174961,1853844,41.75433146,-87.63439085,"(41.754331455, -87.634390852)"
JE117173,01/18/2021 10:15:00 PM,014XX W BIRCHWOOD AVE,620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,N,N,2422,49,5,1165397,1949924,42.01819029,-87.66670462,"(42.018190287, -87.666704615)"
JD392708,10/08/2020 12:30,092XX S MAY ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,2222,21,14,1170278,1843538,41.72615349,-87.65185162,"(41.726153485, -87.651851618)"
JD364477,9/11/2020 20:00,040XX W DIVERSEY AVE,460,BATTERY,SIMPLE,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,2523,31,08B,1149074,1918313,41.93178074,-87.72759307,"(41.931780735, -87.727593069)"
JD368110,9/01/2020 14:00,017XX W 17TH ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,N,N,1234,25,11,1165275,1891788,41.85866466,-87.66881187,"(41.85866466, -87.668811869)"
JD363747,9/11/2020 12:30,103XX S WENTWORTH AVE,560,ASSAULT,SIMPLE,SIDEWALK,N,N,512,34,08A,1176774,1836565,41.70687504,-87.62826552,"(41.706875037, -87.628265515)"
JD363861,9/11/2020 9:00,062XX S MELVINA AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,812,13,7,1136146,1862603,41.77914509,-87.77642998,"(41.779145093, -87.77642998)"
JD393041,10/08/2020 16:40,061XX S INGLESIDE AVE,560,ASSAULT,SIMPLE,APARTMENT,N,N,313,20,08A,1183503,1864529,41.78345742,-87.60275481,"(41.783457423, -87.602754811)"
JD363542,9/11/2020 9:00,056XX W CHICAGO AVE,890,THEFT,FROM BUILDING,COMMERCIAL / BUSINESS OFFICE,N,N,1511,29,6,1138792,1904784,41.89484873,-87.76570736,"(41.894848727, -87.765707358)"
JE118449,01/18/2021 03:35:00 PM,052XX N Winthrop Ave,890,THEFT,FROM BUILDING,RESIDENCE - GARAGE,N,N,2023,48,6,1167927,1934918,41.9769591,-87.65783035,"(41.976959102, -87.657830345)"
JE117382,01/18/2021 02:15:00 PM,071XX S VERNON AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,N,N,323,6,26,1180479,1857837,41.76516388,-87.61404693,"(41.765163879, -87.614046929)"
JD367868,8/10/2020 0:00,002XX W MONROE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,BANK,N,N,122,42,14,1174585,1899875,41.88065311,-87.63439665,"(41.880653112, -87.634396649)"
JD364430,9/11/2020 19:20,0000X S KENTON AVE,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,Y,N,1113,28,16,1145662,1899532,41.88030914,-87.74060866,"(41.880309142, -87.740608663)"
JD363952,9/11/2020 15:35,047XX S CALUMET AVE,141B,WEAPONS VIOLATION,UNLAWFUL USE - OTHER FIREARM,STREET,N,N,224,3,15,1179231,1873725,41.80879063,-87.61813678,"(41.808790629, -87.618136777)"
JE116572,01/18/2021 07:05:00 PM,013XX N DEARBORN ST,320,ROBBERY,STRONG ARM - NO WEAPON,APARTMENT,N,Y,1824,2,3,1175685,1909400,41.90676556,-87.63007092,"(41.906765556, -87.630070917)"
JD392852,10/08/2020 3:20,037XX W ADDISON ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1732,30,7,1150736,1923672,41.94645388,-87.72134484,"(41.94645388, -87.72134484)"
JD363746,9/11/2020 11:50,029XX W HARRISON ST,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),SIDEWALK,Y,N,1135,28,18,1156896,1897227,41.87376368,-87.69942091,"(41.873763682, -87.699420906)"
JD364279,9/11/2020 20:49,015XX S SAWYER AVE,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,RESIDENCE - PORCH / HALLWAY,N,N,1022,24,15,1154945,1892339,41.8603898,-87.70671507,"(41.8603898, -87.706715067)"
JD363560,9/11/2020 10:05,052XX W LE MOYNE ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,Y,Y,2532,37,08B,1140947,1909469,41.90766552,-87.75767706,"(41.90766552, -87.757677059)"
JD393665,10/08/2020 14:00,062XX S PARK SHORE EAST CT,1156,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,APARTMENT,N,N,314,5,11,1187570,1863952,41.7817783,-87.58786235,"(41.781778297, -87.587862346)"
JD393360,10/08/2020 23:16,016XX E 95TH ST,5111,OTHER OFFENSE,GUN OFFENDER - ANNUAL REGISTRATION,STREET,Y,N,413,8,26,1188674,1842304,41.72234786,-87.58450564,"(41.722347855, -87.584505639)"
JD363309,9/11/2020 0:19,078XX S WOLCOTT AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,Y,Y,611,17,08B,1165053,1852645,41.75125638,-87.67073441,"(41.751256375, -87.670734414)"
JD392634,10/08/2020 11:26,075XX S VERNON AVE,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,STREET,Y,N,624,6,18,1180552,1855062,41.75754731,-87.61386443,"(41.75754731, -87.613864434)"
JD393439,10/08/2020 23:50,0000X E ONTARIO ST,810,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,1834,42,6,1176399,1904492,41.89328168,-87.62759645,"(41.893281677, -87.627596446)"
JD363668,9/11/2020 11:25,011XX W GRANVILLE AVE,530,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,SIDEWALK,N,N,2433,48,04A,1167526,1941331,41.9945652,-87.65911934,"(41.994565201, -87.659119342)"
JD393075,10/08/2020 16:56,051XX W THOMAS ST,143B,WEAPONS VIOLATION,UNLAWFUL POSSESSION - OTHER FIREARM,STREET,Y,N,1531,37,15,1142078,1906844,41.90044132,-87.75358749,"(41.900441318, -87.753587489)"
JD364378,9/11/2020 22:31,077XX S WABASH AVE,560,ASSAULT,SIMPLE,STREET,Y,N,623,6,08A,1178052,1853809,41.75416594,-87.62306444,"(41.754165944, -87.623064444)"
JD364126,9/11/2020 14:30,014XX N CICERO AVE,460,BATTERY,SIMPLE,STREET,N,N,2533,37,08B,1144114,1909214,41.90690686,-87.74604948,"(41.90690686, -87.746049479)"
JD364342,9/11/2020 22:10,028XX N MEADE AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,ALLEY,N,N,2511,30,04A,1135244,1918242,41.93184278,-87.77841861,"(41.93184278, -87.778418613)"
JD365703,9/11/2020 3:00,036XX W GEORGE ST,810,THEFT,OVER $500,RESIDENCE - PORCH / HALLWAY,N,N,2523,30,6,1151660,1919040,41.93372515,-87.71807068,"(41.933725154, -87.718070683)"
JD365063,9/11/2020 11:00,023XX N ROCKWELL ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1431,1,7,1158559,1915475,41.92380388,-87.69281495,"(41.923803884, -87.692814954)"
JD359667,9/06/2020 8:30,082XX S DR MARTIN LUTHER KING JR DR,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,N,N,631,6,26,1180335,1850445,41.74488273,-87.61480101,"(41.744882725, -87.614801011)"
JD363891,9/11/2020 12:30,015XX W AINSLIE ST,820,THEFT,$500 AND UNDER,STREET,N,N,2032,47,6,1165027,1933039,41.97186532,-87.6685485,"(41.971865316, -87.668548504)"
JD368506,08/28/2020 10:00:00 AM,007XX E 50TH ST,820,THEFT,$500 AND UNDER,RESIDENCE,N,N,223,4,6,1182018,1872022,41.80405336,-87.60796747,"(41.804053361, -87.607967473)"
JD363916,9/11/2020 14:45,004XX S WESTERN AVE,560,ASSAULT,SIMPLE,STREET,N,N,1225,27,08A,1160473,1898057,41.87596804,-87.68626489,"(41.875968037, -87.686264894)"
JD364405,9/11/2020 19:36,0000X S KILBOURN AVE,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,Y,N,1113,28,16,1146397,1899461,41.88010035,-87.7379116,"(41.880100349, -87.737911602)"
JD363628,9/11/2020 0:01,046XX N KILDARE AVE,820,THEFT,$500 AND UNDER,STREET,N,N,1722,39,6,1146767,1930283,41.96467183,-87.73576433,"(41.96467183, -87.735764329)"
JD363898,9/11/2020 5:00,057XX N TALMAN AVE,820,THEFT,$500 AND UNDER,STREET,N,N,2011,40,6,1157633,1938055,41.98578369,-87.69560003,"(41.985783685, -87.695600032)"
JD363455,9/11/2020 8:25,066XX S OAKLEY AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,832,16,08B,1162216,1860566,41.77305223,-87.68091052,"(41.773052225, -87.680910521)"
JD364009,9/11/2020 16:20,056XX S WESTERN AVE,560,ASSAULT,SIMPLE,AUTO / BOAT / RV DEALERSHIP,N,N,824,15,08A,1161332,1867195,41.79126146,-87.68396755,"(41.79126146, -87.683967547)"
JD364399,9/11/2020 22:54,050XX S DAMEN AVE,141A,WEAPONS VIOLATION,UNLAWFUL USE - HANDGUN,ALLEY,Y,N,931,15,15,1163873,1871211,41.80222882,-87.67453735,"(41.802228817, -87.674537347)"
JD364190,9/11/2020 18:40,049XX S RACINE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,VEHICLE NON-COMMERCIAL,N,Y,933,20,08B,1169150,1872271,41.80502496,-87.65515372,"(41.805024955, -87.655153723)"
JD363632,9/11/2020 0:01,072XX N ASHLAND BLVD,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,2423,49,14,1164459,1948040,42.01304055,-87.67020998,"(42.013040554, -87.67020998)"
JD363982,9/11/2020 15:45,044XX S PULASKI RD,820,THEFT,$500 AND UNDER,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,821,14,6,1150424,1874895,41.81261053,-87.72376507,"(41.812610526, -87.723765071)"
JD363924,9/11/2020 15:00,041XX W MONROE ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,N,N,1115,28,11,1148818,1899339,41.87971913,-87.72902505,"(41.879719132, -87.72902505)"
JD393857,10/08/2020 21:00,043XX N LAWNDALE AVE,810,THEFT,OVER $500,STREET,N,N,1723,35,6,1150946,1928545,41.95982163,-87.72044485,"(41.959821633, -87.720444846)"
JD366186,9/11/2020 10:45,055XX W NORTH AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,N,Y,2532,37,08B,1139225,1910088,41.90939567,-87.76398776,"(41.909395666, -87.763987758)"
JD364278,9/11/2020 21:00,047XX W GLADYS AVE,870,THEFT,POCKET-PICKING,SIDEWALK,N,N,1131,28,6,1144947,1897938,41.87594853,-87.74327434,"(41.875948534, -87.743274336)"
JD364195,9/11/2020 19:15,022XX E 103RD ST,820,THEFT,$500 AND UNDER,STREET,N,N,431,7,6,1192881,1837123,41.70802922,-87.56926465,"(41.708029218, -87.569264648)"
JD364137,9/11/2020 13:30,050XX N WOLCOTT AVE,820,THEFT,$500 AND UNDER,RESIDENCE,N,N,2032,40,6,1162901,1933786,41.97396012,-87.67634504,"(41.973960118, -87.676345039)"
JD364968,9/11/2020 10:00,016XX N TRIPP AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,2534,26,7,1147806,1910461,41.91025859,-87.732455,"(41.91025859, -87.732454998)"
JE115952,01/18/2021 12:02:00 AM,0000X S HOYNE AVE,5000,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,APARTMENT,N,N,1223,27,26,1162416,1899855,41.88086149,-87.67908057,"(41.880861488, -87.679080567)"
JD363665,9/11/2020 11:43,057XX S LAFLIN ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,713,16,08B,1167316,1866715,41.78981816,-87.66203918,"(41.789818157, -87.662039184)"
JD366871,9/11/2020 20:00,068XX S CHAPPEL AVE,560,ASSAULT,SIMPLE,APARTMENT,N,Y,331,5,08A,1191055,1860082,41.77107511,-87.57521077,"(41.771075109, -87.575210773)"
JD393214,10/08/2020 19:02,052XX N SHERIDAN RD,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,APARTMENT,Y,N,2023,48,18,1168697,1934885,41.97685185,-87.65499969,"(41.976851852, -87.654999693)"
JD366612,9/11/2020 11:30,050XX S CORNELL AVE,820,THEFT,$500 AND UNDER,GAS STATION,N,N,222,5,6,1187887,1871709,41.80305653,-87.58645309,"(41.803056534, -87.586453094)"
JD364780,9/11/2020 20:30,040XX N PULASKI RD,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1723,45,14,1149001,1926645,41.95464584,-87.72764498,"(41.954645841, -87.72764498)"
JD364236,9/11/2020 19:40,022XX S MICHIGAN AVE,460,BATTERY,SIMPLE,STREET,N,N,132,3,08B,1177558,1889613,41.8524266,-87.62379163,"(41.852426595, -87.623791625)"
JE116199,01/18/2021 11:10:00 AM,055XX W IRVING PARK RD,820,THEFT,$500 AND UNDER,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,1633,38,6,1138754,1926048,41.95320017,-87.76532961,"(41.953200167, -87.765329611)"
JD392588,10/08/2020 10:30,069XX S CLYDE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,331,5,08B,1191407,1859465,41.76937349,-87.57394046,"(41.769373492, -87.573940462)"
JE116409,01/18/2021 09:50:00 AM,025XX N CICERO AVE,560,ASSAULT,SIMPLE,OTHER (SPECIFY),N,N,2521,31,08A,1143978,1916230,41.92616205,-87.74637268,"(41.926162049, -87.74637268)"
JD363844,9/11/2020 13:45,080XX S EBERHART AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,631,6,14,1180970,1851823,41.74864954,-87.612432,"(41.748649538, -87.612431997)"
JD364294,9/11/2020 21:22,010XX W 14TH ST,460,BATTERY,SIMPLE,SIDEWALK,N,N,1232,25,08B,1169660,1893568,41.86345487,-87.65266433,"(41.863454866, -87.652664332)"
JD364719,9/11/2020 21:30,090XX S DOBSON AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,413,8,7,1184796,1845273,41.73058682,-87.59861723,"(41.730586816, -87.598617225)"
JD364367,9/11/2020 22:50,006XX E 89TH PL,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,633,6,08B,1182024,1845774,41.7320261,-87.60875643,"(41.732026101, -87.608756427)"
JD363913,9/11/2020 8:00,008XX W WELLINGTON AVE,460,BATTERY,SIMPLE,HOSPITAL BUILDING / GROUNDS,N,N,1933,44,08B,1169981,1920130,41.93633564,-87.65071012,"(41.936335635, -87.650710119)"
JD363347,9/11/2020 1:55,064XX S WASHTENAW AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,825,17,08B,1159484,1861842,41.77661019,-87.69089047,"(41.776610188, -87.69089047)"
JD364302,9/11/2020 21:00,102XX S VERNON AVE,460,BATTERY,SIMPLE,RESIDENCE,N,N,511,9,08B,1181050,1837245,41.70864391,-87.61258614,"(41.708643906, -87.612586143)"
JD363486,9/11/2020 7:25,013XX S CLINTON ST,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,124,11,6,1172924,1894302,41.86539738,-87.64066078,"(41.865397377, -87.640660777)"
JD364256,9/11/2020 20:30,078XX S MUSKEGON AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,N,421,7,14,1196482,1853609,41.75317976,-87.55553233,"(41.753179756, -87.555532326)"
JD363773,9/11/2020 12:45,053XX W MADISON ST,520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,ALLEY,N,N,1522,29,04A,1140568,1899501,41.88031909,-87.7593143,"(41.880319092, -87.759314297)"
JD363970,9/11/2020 15:45,039XX W OGDEN AVE,530,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,1013,22,04A,1150286,1889027,41.85139331,-87.72390352,"(41.851393305, -87.723903515)"
JD392450,10/08/2020 4:04,010XX W 109TH ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE - YARD (FRONT / BACK),N,N,2234,34,7,1171272,1832530,41.69592423,-87.64853121,"(41.695924226, -87.648531208)"
JD393089,10/08/2020 17:30,004XX E 34TH ST,560,ASSAULT,SIMPLE,GROCERY FOOD STORE,N,Y,211,4,08A,1179925,1882604,41.83313943,-87.61531921,"(41.833139425, -87.615319213)"
JD364073,9/11/2020 16:49,012XX W 32ND PL,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,N,N,913,11,26,1168589,1883254,41.83517557,-87.65689412,"(41.835175568, -87.656894115)"
JD363957,9/11/2020 15:35,063XX S ARTESIAN AVE,041A,BATTERY,AGGRAVATED - HANDGUN,SIDEWALK,N,N,825,16,04B,1161131,1862478,41.77832154,-87.68483503,"(41.778321538, -87.684835027)"
JD364974,9/11/2020 20:00,007XX N CENTRAL PARK AVE,810,THEFT,OVER $500,STREET,N,N,1112,27,6,1152251,1904667,41.89427269,-87.71627879,"(41.89427269, -87.71627879)"
JD366746,9/11/2020 13:33,014XX W ESTES AVE,810,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,2423,49,6,1165366,1947502,42.01154495,-87.66688808,"(42.011544945, -87.666888079)"
JD364337,9/11/2020 21:30,036XX N HALSTED ST,890,THEFT,FROM BUILDING,GROCERY FOOD STORE,N,N,1923,44,6,1170273,1924431,41.94813137,-87.6495109,"(41.948131367, -87.649510899)"
JD365332,9/11/2020 1:15,001XX E 95TH ST,820,THEFT,$500 AND UNDER,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,511,9,6,1178947,1842018,41.72178969,-87.62014267,"(41.721789692, -87.620142667)"
JD396827,10/07/2020 10:00,008XX N LAKE SHORE DR,1156,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,APARTMENT,N,N,1833,2,11,1178989,1906323,41.89824717,-87.61802838,"(41.898247169, -87.618028379)"
JD363321,9/11/2020 0:31,065XX S CALIFORNIA AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE - GARAGE,N,N,831,17,14,1158838,1861121,41.77464488,-87.69327837,"(41.774644879, -87.693278365)"
JD392535,10/08/2020 9:24,023XX W ARTHUR AVE,560,ASSAULT,SIMPLE,APARTMENT,N,N,2412,50,08A,1159585,1943095,41.99957353,-87.68828104,"(41.999573526, -87.68828104)"
JD470156,12/26/2020 01:00:00 PM,061XX W MONTROSE AVE,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,N,N,1624,38,5,1134454,1928606,41.96029669,-87.7810764,"(41.960296694, -87.7810764)"
JD364059,9/11/2020 16:26,036XX S LAKE PARK AVE,810,THEFT,OVER $500,STREET,N,Y,212,4,6,1182233,1881257,41.82938992,-87.60689263,"(41.829389915, -87.606892634)"
JD363919,9/11/2020 5:33,028XX S CALIFORNIA AVE,460,BATTERY,SIMPLE,NURSING / RETIREMENT HOME,N,N,1034,24,08B,1158158,1885141,41.84057275,-87.69511727,"(41.840572746, -87.695117274)"
JD364415,9/11/2020 23:59,044XX S HONORE ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,Y,N,924,15,15,1164758,1875344,41.81355159,-87.6711749,"(41.813551593, -87.671174895)"
JD363422,9/11/2020 7:04,079XX S BLACKSTONE AVE,141A,WEAPONS VIOLATION,UNLAWFUL USE - HANDGUN,STREET,N,N,411,8,15,1187547,1852519,41.75040569,-87.58830973,"(41.750405687, -87.58830973)"
JD393290,10/08/2020 21:30,053XX N LAKEWOOD AVE,320,ROBBERY,STRONG ARM - NO WEAPON,SIDEWALK,N,N,2013,48,3,1166677,1935493,41.97856388,-87.66241056,"(41.978563876, -87.662410562)"
JE116610,01/18/2021 08:04:00 PM,108XX S EGGLESTON AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,Y,N,2233,34,15,1175211,1833069,41.69731648,-87.63409312,"(41.697316477, -87.634093118)"
JD363364,9/11/2020 3:40,039XX S MICHIGAN AVE,460,BATTERY,SIMPLE,STREET,N,N,213,3,08B,1177806,1879008,41.82332006,-87.6232032,"(41.823320055, -87.623203203)"
JD392948,10/08/2020 15:35,024XX W ARTHINGTON ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,Y,N,1135,28,15,1160276,1895969,41.87024244,-87.68704593,"(41.870242441, -87.687045932)"
JD366617,9/11/2020 23:15,072XX S CHAMPLAIN AVE,820,THEFT,$500 AND UNDER,STREET,N,N,323,6,6,1181815,1857255,41.76353605,-87.60916809,"(41.76353605, -87.609168094)"
JD363338,9/11/2020 0:50,080XX S PAXTON AVE,141B,WEAPONS VIOLATION,UNLAWFUL USE - OTHER FIREARM,ALLEY,N,N,414,8,15,1192255,1852145,41.74926624,-87.57106989,"(41.749266236, -87.571069894)"
JD397354,10/08/2020 17:00,033XX W 38TH PL,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,RESIDENCE - GARAGE,N,N,911,12,26,1154642,1878873,41.82344354,-87.7081871,"(41.823443538, -87.7081871)"
JD364332,9/11/2020 19:00,048XX S LOOMIS BLVD,031A,ROBBERY,ARMED - HANDGUN,ALLEY,N,N,933,20,3,1167816,1872624,41.80602241,-87.66003612,"(41.806022407, -87.660036124)"
JD363845,9/11/2020 14:10,052XX S LAKE PARK AVE,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,234,4,6,1187635,1870759,41.80045567,-87.58740752,"(41.800455673, -87.587407515)"
JE118805,01/18/2021 09:00:00 AM,008XX W WILLOW ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,N,N,1813,43,11,1170485,1911928,41.91381793,-87.64909841,"(41.913817925, -87.649098408)"
JD393754,10/08/2020 19:00,084XX S BURNHAM AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,Y,Y,423,7,14,1196292,1849528,41.74198589,-87.55636363,"(41.741985891, -87.55636363)"
JD364767,9/11/2020 21:30,047XX N WINCHESTER AVE,820,THEFT,$500 AND UNDER,STREET,N,N,1912,47,6,1162561,1931440,41.96752974,-87.67766133,"(41.967529743, -87.677661332)"
JD364612,9/11/2020 22:00,045XX S EVANS AVE,810,THEFT,OVER $500,STREET,N,N,221,4,6,1181913,1875069,41.812417,-87.60825828,"(41.812417004, -87.608258279)"
JE116178,01/18/2021 11:15:00 AM,050XX W MONROE ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,1533,28,08B,1142982,1899196,41.87943749,-87.75045784,"(41.879437486, -87.750457836)"
JD364216,9/11/2020 19:30,019XX W CERMAK RD,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,1034,25,14,1163777,1889420,41.85219833,-87.6743772,"(41.852198325, -87.674377204)"
JD363344,9/11/2020 1:30,051XX W GEORGE ST,454,BATTERY,"AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY",STREET,Y,N,2521,31,08B,1141689,1918799,41.93325434,-87.75472006,"(41.933254335, -87.754720064)"
JD363371,9/11/2020 4:15,031XX W 53RD ST,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,STREET,N,N,923,14,15,1156172,1869314,41.79718169,-87.70283134,"(41.797181688, -87.702831337)"
JD364594,9/11/2020 19:30,097XX S JEFFERY AVE,820,THEFT,$500 AND UNDER,RESIDENCE,N,N,431,7,6,1191212,1840830,41.71824209,-87.57525699,"(41.718242092, -87.575256985)"
JD363780,9/11/2020 12:07,002XX W MERCHANDISE MART PLZ,560,ASSAULT,SIMPLE,DEPARTMENT STORE,N,N,1831,42,08A,1174456,1902539,41.88796617,-87.6347907,"(41.887966168, -87.634790696)"
JD363428,9/11/2020 0:00,115XX S VINCENNES AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,N,Y,2212,34,08B,1166014,1828285,41.68438832,-87.66790276,"(41.684388324, -87.667902762)"
JE116096,01/18/2021 01:24:00 AM,091XX S STONY ISLAND AVE,031A,ROBBERY,ARMED - HANDGUN,GAS STATION,N,N,413,8,3,1188515,1844485,41.72833654,-87.58501858,"(41.728336543, -87.58501858)"
JD364182,9/11/2020 18:55,076XX S COTTAGE GROVE AVE,580,STALKING,SIMPLE,STREET,N,Y,624,8,08A,1182884,1854628,41.75630253,-87.60533151,"(41.756302533, -87.605331512)"
JD363918,9/11/2020 14:30,001XX W KINZIE ST,810,THEFT,OVER $500,ALLEY,N,N,1831,42,6,1174910,1902985,41.88917986,-87.63311011,"(41.889179863, -87.633110109)"
JD308436,07/23/2020 09:00:00 PM,063XX S CALIFORNIA AVE,820,THEFT,$500 AND UNDER,SIDEWALK,N,N,823,17,6,1158799,1862584,41.77866036,-87.69338142,"(41.778660358, -87.693381423)"
JD363964,9/11/2020 16:00,022XX N MULLIGAN AVE,820,THEFT,$500 AND UNDER,RESIDENCE,N,Y,2512,36,6,1133709,1914338,41.92115687,-87.78415149,"(41.92115687, -87.784151493)"
JD364669,9/11/2020 11:00,001XX W JACKSON BLVD,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,OTHER (SPECIFY),N,N,122,42,14,1175230,1898963,41.87813609,-87.63205565,"(41.87813609, -87.632055653)"
JD364962,9/11/2020 1:00,005XX N MILWAUKEE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1214,27,14,1170562,1904031,41.89214641,-87.64904695,"(41.892146408, -87.649046949)"
JD364398,9/11/2020 23:51,042XX W WASHINGTON BLVD,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1114,28,7,1148090,1900155,41.88197236,-87.73167718,"(41.881972364, -87.731677183)"
